fecha,mes_venta,nombre_del_vendedor,nombre_del_supermercado,representante_de_compras,estado,ciudad,categoria,producto,presentacion,precio_unitario_usd,cantidad_comprada,valor_total_usd,forma_pago,tipo_producto
2024-03-04,2024-03,Smith Noah,Hyper Foods,Brightman Abigail,Florida,Tampa,Cremas,Crema agria,Tarrina 200g,2.5,446,1115.0,Tarjeta de débito,Crema agria
2024-01-28,2024-01,Zeller Sophie,Hyper Foods,Brightman Abigail,California,San Francisco,Leche,Leche entera,Litro,1.25,509,636.25,Tarjeta de crédito,Leche entera
2024-08-24,2024-08,Smith Noah,The Pantry,Wilson Ethan,Florida,Orlando,Cremas,Queso crema,Tarrina 250g,2.8,704,1971.2,Transferencia bancaria,Queso crema
2024-06-26,2024-06,Jackson George,Pekos Foods,Dubbois Frank,Texas,Houston,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,596,2503.2,Tarjeta de crédito,Mantequilla sin sal
2024-10-01,2024-10,Jackson George,Corner Delicatessen,Clark Eleonor,Massachusetts,Lowell,Leche,Leche saborizada,Individual,1.0,752,752.0,Efectivo,Leche saborizada
2024-12-29,2024-12,Williams Chloe,My Market,Johnson Alice,Nueva York,Yonkers,Cremas,Crema de leche,Cartón 946ml,5.99,140,838.6,Tarjeta de débito,Crema de leche
2024-02-08,2024-02,Smith Noah,The Grocery Store,McBride Evelyn,Massachusetts,Worcester,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,703,4042.25,PayPal,Mantequilla clarificada (ghee)
2024-02-03,2024-02,Davis Olivia,Select Market,Bélanger Theodore,Nueva York,Buffalo,Yogur,Yogur griego,Individual,1.5,200,300.0,Efectivo,Yogur griego
2024-04-11,2024-04,Anderson James,The House of Flavor,McAllister Alexander,Texas,Dallas,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,592,3404.0,Efectivo,Mantequilla clarificada (ghee)
2024-11-14,2024-11,Williams Chloe,Hyper Foods,Brightman Abigail,Texas,Austin,Otros,Cuajada,Envase 250g,2.2,432,950.4,Transferencia bancaria,Cuajada
2024-09-14,2024-09,Lee Charlotte,Town Market,Gagnon James,Massachusetts,Boston,Yogur,Kumis,Botella 1L,2.5,946,2365.0,Tarjeta de crédito,Kumis
2024-03-25,2024-03,Williams Chloe,Corner Delicatessen,Clark Eleonor,Florida,Jacksonville,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,922,3872.4,PayPal,Mantequilla sin sal
2024-01-29,2024-01,Lee Charlotte,The Little Bee,Hunter Mark,Florida,Miami,Leche,Leche deslactosada,Litro,1.3,434,564.2,Tarjeta de débito,Leche deslactosada
2024-12-17,2024-12,Anderson James,The Pantry,Wilson Ethan,Nueva York,Rochester,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,248,992.0,Tarjeta de débito,Mantequilla con sal
2024-06-15,2024-06,Anderson James,Super Saber,Lee Lucas,Texas,Houston,Quesos,Queso ricota,Envase 250g,4.0,553,2212.0,Transferencia bancaria,Queso ricota
2024-10-11,2024-10,Davis Olivia,The Family Grocer,Brown Margaret,Massachusetts,Springfield,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,509,2036.0,Tarjeta de crédito,Mantequilla con sal
2024-08-27,2024-08,Anderson James,My Market,Johnson Alice,Florida,Jacksonville,Otros,Cuajada,Envase 250g,2.2,317,697.4,Tarjeta de crédito,Cuajada
2024-12-01,2024-12,Williams Chloe,Food Emporium,Iacoca William,California,San Diego,Cremas,Crema de leche,Cartón 946ml,5.99,143,856.57,Tarjeta de débito,Crema de leche
2024-03-28,2024-03,Davis Olivia,Sky Blue Market,Taylor Jacob,Massachusetts,Boston,Quesos,Queso en lonchas,Paquete 200g,3.8,55,209.0,Transferencia bancaria,Queso en lonchas
2024-03-07,2024-03,Davis Olivia,Culinary Treasures,Koch Emma,California,San Diego,Quesos,Queso azul roquefort,Cuña 150g,6.25,287,1793.75,Tarjeta de débito,Queso azul roquefort
2024-07-28,2024-07,Williams Chloe,My Market,Johnson Alice,Massachusetts,Worcester,Cremas,Queso crema,Tarrina 250g,2.8,759,2125.2,Transferencia bancaria,Queso crema
2024-07-28,2024-07,Jackson George,Super Everything,Fraser Michael,California,San Diego,Yogur,Kumis,Botella 1L,2.5,355,887.5,Efectivo,Kumis
2024-11-15,2024-11,Lee Charlotte,The Food Barn,Tremblay Ana,Massachusetts,Worcester,Leche,Leche en polvo,Bolsa 400g,3.0,469,1407.0,Efectivo,Leche en polvo
2024-03-11,2024-03,Smith Noah,Hyper Foods,Brightman Abigail,Florida,Tampa,Otros,Suero de leche,Botella 1L,2.0,852,1704.0,PayPal,Suero de leche
2024-08-31,2024-08,Jackson George,My Market,Johnson Alice,California,Los Angeles,Cremas,Crema de leche,Cartón 946ml,5.99,160,958.4,PayPal,Crema de leche
2024-01-28,2024-01,Davis Olivia,Select Market,Bélanger Theodore,Massachusetts,Springfield,Otros,Dulce de leche,Frasco 250g,3.0,269,807.0,Tarjeta de débito,Dulce de leche
2024-02-23,2024-02,Williams Chloe,The Grocery Store,McBride Evelyn,Florida,Orlando,Yogur,Yogur griego,Individual,1.5,100,150.0,PayPal,Yogur griego
2024-07-09,2024-07,Smith Noah,Food Emporium,Iacoca William,Texas,Houston,Otros,Dulce de leche,Frasco 250g,3.0,688,2064.0,Transferencia bancaria,Dulce de leche
2024-06-21,2024-06,Zeller Sophie,Food Emporium,Iacoca William,California,San Francisco,Otros,Suero de leche,Botella 1L,2.0,323,646.0,Efectivo,Suero de leche
2024-03-28,2024-03,Lee Charlotte,The House of Flavor,McAllister Alexander,Nueva York,New York City,Otros,Dulce de leche,Frasco 250g,3.0,175,525.0,PayPal,Dulce de leche
2024-10-03,2024-10,Davis Olivia,Pekos Foods,Dubbois Frank,Florida,Jacksonville,Otros,Helado,Tarrina 500ml,4.25,147,624.75,Tarjeta de débito,Helado
2024-08-14,2024-08,Zeller Sophie,Exquisite Foods Market,Rogers Harper,Massachusetts,Springfield,Yogur,Yogur con frutas,Individual,1.2,403,483.6,Tarjeta de crédito,Yogur con frutas
2024-04-12,2024-04,Zeller Sophie,The Family Grocer,Brown Margaret,Florida,Orlando,Leche,Leche descremada,Individual,0.65,406,263.9,Tarjeta de crédito,Leche descremada
2024-06-30,2024-06,Lee Charlotte,The Little Bee,Hunter Mark,Nueva York,Buffalo,Leche,Leche evaporada,Lata 354ml,2.3,916,2106.8,PayPal,Leche evaporada
2024-03-28,2024-03,Williams Chloe,The Pantry,Wilson Ethan,Texas,Houston,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,277,1163.4,Tarjeta de débito,Mantequilla sin sal
2024-01-11,2024-01,Smith Noah,The Food Barn,Tremblay Ana,California,San Diego,Otros,Dulce de leche,Frasco 250g,3.0,795,2385.0,Efectivo,Dulce de leche
2024-05-15,2024-05,Smith Noah,My Market,Johnson Alice,California,San Jose,Quesos,Queso havarti,Bloque 200g,5.25,548,2877.0,Efectivo,Queso havarti
2024-11-02,2024-11,Zeller Sophie,Pekos Foods,Dubbois Frank,California,Los Angeles,Quesos,Queso gouda,Bloque 300g,4.5,415,1867.5,PayPal,Queso gouda
2024-06-30,2024-06,Zeller Sophie,Exquisite Foods Market,Rogers Harper,Massachusetts,Worcester,Quesos,Queso blanco,Bloque 500g,5.0,901,4505.0,Tarjeta de débito,Queso blanco
2024-08-17,2024-08,Anderson James,Culinary Treasures,Koch Emma,Texas,Austin,Quesos,Queso cheddar añejo,Bloque 300g,5.0,85,425.0,PayPal,Queso cheddar añejo
2024-04-05,2024-04,Williams Chloe,Super Everything,Fraser Michael,Nueva York,Yonkers,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,731,4203.25,Transferencia bancaria,Mantequilla clarificada (ghee)
2024-04-17,2024-04,Zeller Sophie,Culinary Treasures,Koch Emma,Massachusetts,Springfield,Otros,Cuajada,Envase 250g,2.2,848,1865.6,PayPal,Cuajada
2024-11-11,2024-11,Smith Noah,Corner Delicatessen,Clark Eleonor,Massachusetts,Lowell,Quesos,Queso havarti,Bloque 200g,5.25,66,346.5,PayPal,Queso havarti
2024-03-20,2024-03,Lee Charlotte,Exquisite Foods Market,Rogers Harper,Florida,Tampa,Cremas,Crema de leche,Cartón 946ml,5.99,148,886.52,PayPal,Crema de leche
2024-12-14,2024-12,Williams Chloe,The Family Grocer,Brown Margaret,Nueva York,Buffalo,Quesos,Queso cheddar añejo,Bloque 300g,5.0,630,3150.0,Efectivo,Queso cheddar añejo
2024-01-22,2024-01,Anderson James,The Grocery Store,McBride Evelyn,Texas,San Antonio,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,379,1516.0,PayPal,Mantequilla con sal
2024-07-29,2024-07,Jackson George,The Little Bee,Hunter Mark,Massachusetts,Worcester,Quesos,Queso para untar,Tarrina 250g,3.2,256,819.2,Transferencia bancaria,Queso para untar
2024-04-17,2024-04,Lee Charlotte,Red Rose,Martinez Patricia,Massachusetts,Worcester,Yogur,Yogur griego,Individual,1.5,413,619.5,Efectivo,Yogur griego
2024-04-28,2024-04,Smith Noah,The Family Grocer,Brown Margaret,Texas,Austin,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,906,3805.2,PayPal,Mantequilla sin sal
2024-12-26,2024-12,Jackson George,The Pantry,Wilson Ethan,Florida,Orlando,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,954,5485.5,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-10-19,2024-10,Zeller Sophie,Super Everything,Fraser Michael,California,San Jose,Otros,Dulce de leche,Frasco 250g,3.0,431,1293.0,Efectivo,Dulce de leche
2024-01-27,2024-01,Jackson George,Town Market,Gagnon James,California,San Jose,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,356,2047.0,PayPal,Mantequilla clarificada (ghee)
2024-05-20,2024-05,Lee Charlotte,Select Market,Bélanger Theodore,Nueva York,Yonkers,Quesos,Queso para untar,Tarrina 250g,3.2,324,1036.8,PayPal,Queso para untar
2024-01-06,2024-01,Zeller Sophie,The Food Barn,Tremblay Ana,Nueva York,New York City,Yogur,Kumis,Botella 1L,2.5,93,232.5,PayPal,Kumis
2024-11-13,2024-11,Williams Chloe,Town Market,Gagnon James,Florida,Orlando,Yogur,Yogur griego,Individual,1.5,368,552.0,Efectivo,Yogur griego
2024-07-15,2024-07,Lee Charlotte,Super Saber,Lee Lucas,Nueva York,New York City,Quesos,Queso en lonchas,Paquete 200g,3.8,580,2204.0,Transferencia bancaria,Queso en lonchas
2024-07-30,2024-07,Davis Olivia,The Pantry,Wilson Ethan,Texas,Austin,Yogur,Kumis,Botella 1L,2.5,973,2432.5,PayPal,Kumis
2024-08-09,2024-08,Jackson George,Select Market,Bélanger Theodore,California,Los Angeles,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,344,1978.0,Efectivo,Mantequilla clarificada (ghee)
2024-12-17,2024-12,Jackson George,My Market,Johnson Alice,Nueva York,New York City,Yogur,Yogur con frutas,Individual,1.2,63,75.6,Tarjeta de débito,Yogur con frutas
2024-09-23,2024-09,Smith Noah,Central Supermarket,Smith Patricia,Massachusetts,Springfield,Yogur,Kumis,Botella 1L,2.5,741,1852.5,PayPal,Kumis
2024-12-01,2024-12,Anderson James,Hyper Foods,Brightman Abigail,Florida,Jacksonville,Cremas,Queso crema,Tarrina 250g,2.8,527,1475.6,Transferencia bancaria,Queso crema
2024-09-04,2024-09,Davis Olivia,Central Supermarket,Smith Patricia,Nueva York,Rochester,Leche,Leche saborizada,Individual,1.0,277,277.0,Transferencia bancaria,Leche saborizada
2024-08-18,2024-08,Jackson George,Super Everything,Fraser Michael,Massachusetts,Boston,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,810,3402.0,Efectivo,Mantequilla sin sal
2024-06-30,2024-06,Anderson James,Food Emporium,Iacoca William,Texas,Dallas,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,947,3977.4,Transferencia bancaria,Mantequilla sin sal
2024-01-19,2024-01,Smith Noah,My Market,Johnson Alice,Nueva York,New York City,Cremas,Crema agria,Tarrina 200g,2.5,355,887.5,Tarjeta de crédito,Crema agria
2024-07-12,2024-07,Smith Noah,The Pantry,Wilson Ethan,Massachusetts,Lowell,Quesos,Queso cheddar añejo,Bloque 300g,5.0,471,2355.0,PayPal,Queso cheddar añejo
2024-11-08,2024-11,Davis Olivia,Culinary Treasures,Koch Emma,Texas,Houston,Otros,Suero de leche,Botella 1L,2.0,613,1226.0,PayPal,Suero de leche
2024-01-28,2024-01,Davis Olivia,Town Market,Gagnon James,Texas,Dallas,Yogur,Yogur con frutas,Individual,1.2,712,854.4,Transferencia bancaria,Yogur con frutas
2024-01-19,2024-01,Anderson James,Super Everything,Fraser Michael,Florida,Jacksonville,Yogur,Yogur con frutas,Individual,1.2,60,72.0,Tarjeta de débito,Yogur con frutas
2024-11-17,2024-11,Anderson James,Exquisite Foods Market,Rogers Harper,California,San Diego,Yogur,Kumis,Botella 1L,2.5,693,1732.5,Transferencia bancaria,Kumis
2024-03-20,2024-03,Smith Noah,Super Saber,Lee Lucas,Florida,Orlando,Otros,Cuajada,Envase 250g,2.2,481,1058.2,Transferencia bancaria,Cuajada
2024-03-17,2024-03,Anderson James,The Family Grocer,Brown Margaret,California,Los Angeles,Otros,Helado,Barra individual,1.5,469,703.5,PayPal,Helado
2024-05-05,2024-05,Davis Olivia,The Pantry,Wilson Ethan,Massachusetts,Springfield,Quesos,Queso parmesano,Rallado 150g,4.8,552,2649.6,Efectivo,Queso parmesano
2024-04-11,2024-04,Davis Olivia,Town Market,Gagnon James,Texas,Austin,Leche,Leche evaporada,Lata 354ml,2.3,355,816.5,Tarjeta de crédito,Leche evaporada
2024-10-29,2024-10,Lee Charlotte,Select Market,Bélanger Theodore,Florida,Miami,Leche,Leche entera,Galón,3.5,754,2639.0,PayPal,Leche entera
2024-01-07,2024-01,Davis Olivia,Select Market,Bélanger Theodore,Massachusetts,Springfield,Quesos,Queso havarti,Bloque 200g,5.25,87,456.75,Efectivo,Queso havarti
2024-03-08,2024-03,Lee Charlotte,Sky Blue Market,Taylor Jacob,Florida,Miami,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,414,1656.0,Efectivo,Mantequilla con sal
2024-12-29,2024-12,Jackson George,The Food Barn,Tremblay Ana,Texas,Houston,Quesos,Queso parmesano,Rallado 150g,4.8,731,3508.8,Transferencia bancaria,Queso parmesano
2024-08-21,2024-08,Lee Charlotte,Super Saber,Lee Lucas,Nueva York,New York City,Cremas,Crema de leche,Cartón 946ml,5.99,361,2162.39,PayPal,Crema de leche
2024-11-15,2024-11,Anderson James,Exquisite Foods Market,Rogers Harper,Nueva York,Rochester,Otros,Suero de leche,Botella 1L,2.0,224,448.0,Efectivo,Suero de leche
2024-08-25,2024-08,Zeller Sophie,The Grocery Store,McBride Evelyn,Nueva York,New York City,Quesos,Queso en lonchas,Paquete 200g,3.8,826,3138.8,Tarjeta de débito,Queso en lonchas
2024-04-08,2024-04,Zeller Sophie,The Pantry,Wilson Ethan,California,Los Angeles,Otros,Suero de leche,Botella 1L,2.0,621,1242.0,PayPal,Suero de leche
2024-01-24,2024-01,Lee Charlotte,Pekos Foods,Dubbois Frank,Massachusetts,Lowell,Leche,Leche deslactosada,Individual,0.85,966,821.1,PayPal,Leche deslactosada
2024-07-28,2024-07,Jackson George,The House of Flavor,McAllister Alexander,Texas,Dallas,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,826,3304.0,Tarjeta de débito,Mantequilla con sal
2024-06-05,2024-06,Lee Charlotte,Super Everything,Fraser Michael,California,San Diego,Leche,Leche descremada,Litro,1.15,291,334.65,PayPal,Leche descremada
2024-09-16,2024-09,Lee Charlotte,Corner Delicatessen,Clark Eleonor,Florida,Miami,Quesos,Queso ricota,Envase 250g,4.0,265,1060.0,Transferencia bancaria,Queso ricota
2024-08-08,2024-08,Williams Chloe,The House of Flavor,McAllister Alexander,Massachusetts,Worcester,Quesos,Queso cheddar añejo,Bloque 300g,5.0,456,2280.0,Efectivo,Queso cheddar añejo
2024-09-11,2024-09,Davis Olivia,Select Market,Bélanger Theodore,Florida,Jacksonville,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,463,1944.6,Transferencia bancaria,Mantequilla sin sal
2024-04-12,2024-04,Lee Charlotte,Super Saber,Lee Lucas,Texas,San Antonio,Yogur,Yogur con frutas,Individual,1.2,968,1161.6,Efectivo,Yogur con frutas
2024-09-25,2024-09,Zeller Sophie,The Family Grocer,Brown Margaret,Nueva York,Yonkers,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,220,880.0,PayPal,Mantequilla con sal
2024-08-11,2024-08,Zeller Sophie,Red Rose,Martinez Patricia,California,San Diego,Cremas,Crema batida,Spray 250ml,3.75,633,2373.75,Tarjeta de crédito,Crema batida
2024-09-10,2024-09,Zeller Sophie,Exquisite Foods Market,Rogers Harper,Texas,San Antonio,Otros,Helado,Barra individual,1.5,691,1036.5,Transferencia bancaria,Helado
2024-06-23,2024-06,Anderson James,Pekos Foods,Dubbois Frank,Nueva York,Yonkers,Yogur,Yogur con frutas,Individual,1.2,796,955.2,Efectivo,Yogur con frutas
2024-10-24,2024-10,Jackson George,Hyper Foods,Brightman Abigail,Florida,Jacksonville,Yogur,Yogur griego,Individual,1.5,204,306.0,Tarjeta de crédito,Yogur griego
2024-02-13,2024-02,Anderson James,My Market,Johnson Alice,Nueva York,Buffalo,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,538,3093.5,Transferencia bancaria,Mantequilla clarificada (ghee)
2024-04-21,2024-04,Lee Charlotte,The Grocery Store,McBride Evelyn,Nueva York,Yonkers,Leche,Leche deslactosada,Individual,0.85,438,372.3,Transferencia bancaria,Leche deslactosada
2024-03-26,2024-03,Anderson James,The Pantry,Wilson Ethan,Florida,Tampa,Otros,Helado,Barra individual,1.5,477,715.5,Tarjeta de débito,Helado
2024-10-10,2024-10,Lee Charlotte,Exquisite Foods Market,Rogers Harper,Nueva York,New York City,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,513,2154.6,PayPal,Mantequilla sin sal
2024-01-15,2024-01,Jackson George,Red Rose,Martinez Patricia,California,San Francisco,Yogur,Yogur griego,Individual,1.5,901,1351.5,PayPal,Yogur griego
2024-02-26,2024-02,Smith Noah,Food Emporium,Iacoca William,Massachusetts,Lowell,Yogur,Yogur natural,Familiar 1L,3.5,864,3024.0,Tarjeta de crédito,Yogur natural
2024-10-23,2024-10,Lee Charlotte,Super Everything,Fraser Michael,Florida,Tampa,Yogur,Kumis,Botella 1L,2.5,863,2157.5,Transferencia bancaria,Kumis
2024-01-25,2024-01,Davis Olivia,Food Emporium,Iacoca William,California,Los Angeles,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,510,2932.5,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-05-20,2024-05,Lee Charlotte,The Food Barn,Tremblay Ana,Florida,Tampa,Cremas,Queso crema,Tarrina 250g,2.8,496,1388.8,Tarjeta de crédito,Queso crema
2024-08-10,2024-08,Lee Charlotte,Town Market,Gagnon James,Massachusetts,Lowell,Yogur,Yogur natural,Individual,1.0,678,678.0,Tarjeta de crédito,Yogur natural
2024-04-08,2024-04,Smith Noah,Central Supermarket,Smith Patricia,Texas,Austin,Leche,Leche entera,Litro,1.25,512,640.0,PayPal,Leche entera
2024-08-08,2024-08,Davis Olivia,Super Everything,Fraser Michael,Florida,Miami,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,479,2874.0,Efectivo,Queso azul gorgonzola
2024-01-18,2024-01,Davis Olivia,My Market,Johnson Alice,Florida,Tampa,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,472,2832.0,Efectivo,Queso azul gorgonzola
2024-12-17,2024-12,Anderson James,Culinary Treasures,Koch Emma,Florida,Jacksonville,Yogur,Yogur natural,Individual,1.0,752,752.0,PayPal,Yogur natural
2024-07-26,2024-07,Jackson George,Culinary Treasures,Koch Emma,Massachusetts,Boston,Otros,Suero de leche,Botella 1L,2.0,477,954.0,Tarjeta de débito,Suero de leche
2024-06-08,2024-06,Lee Charlotte,The House of Flavor,McAllister Alexander,Massachusetts,Springfield,Leche,Leche condensada,Lata 397g,2.5,259,647.5,Efectivo,Leche condensada
2024-09-03,2024-09,Lee Charlotte,The House of Flavor,McAllister Alexander,Nueva York,New York City,Quesos,Queso havarti,Bloque 200g,5.25,705,3701.25,Efectivo,Queso havarti
2024-01-17,2024-01,Davis Olivia,The Little Bee,Hunter Mark,Massachusetts,Springfield,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,970,3880.0,Transferencia bancaria,Mantequilla con sal
2024-07-16,2024-07,Jackson George,Super Everything,Fraser Michael,Florida,Orlando,Cremas,Queso crema,Tarrina 250g,2.8,116,324.8,Tarjeta de débito,Queso crema
2024-04-09,2024-04,Zeller Sophie,Culinary Treasures,Koch Emma,Nueva York,Yonkers,Leche,Bebidas lácteas,Botella 1L,2.0,980,1960.0,Tarjeta de crédito,Bebidas lácteas
2024-07-03,2024-07,Williams Chloe,Exquisite Foods Market,Rogers Harper,Nueva York,Yonkers,Yogur,Yogur natural,Familiar 1L,3.5,713,2495.5,Tarjeta de crédito,Yogur natural
2024-11-30,2024-11,Davis Olivia,Pekos Foods,Dubbois Frank,Nueva York,Yonkers,Otros,Cuajada,Envase 250g,2.2,30,66.0,Tarjeta de débito,Cuajada
2024-08-17,2024-08,Anderson James,Super Everything,Fraser Michael,Texas,Dallas,Cremas,Crema batida,Spray 250ml,3.75,235,881.25,PayPal,Crema batida
2024-04-06,2024-04,Jackson George,The Family Grocer,Brown Margaret,Florida,Jacksonville,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,257,1028.0,PayPal,Mantequilla con sal
2024-04-01,2024-04,Williams Chloe,Red Rose,Martinez Patricia,California,San Jose,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,446,2564.5,Transferencia bancaria,Mantequilla clarificada (ghee)
2024-04-02,2024-04,Davis Olivia,The Pantry,Wilson Ethan,Nueva York,Yonkers,Otros,Suero de leche,Botella 1L,2.0,885,1770.0,Efectivo,Suero de leche
2024-06-06,2024-06,Davis Olivia,Pekos Foods,Dubbois Frank,California,San Jose,Cremas,Queso crema,Tarrina 250g,2.8,811,2270.8,Tarjeta de crédito,Queso crema
2024-03-13,2024-03,Smith Noah,Super Saber,Lee Lucas,California,San Jose,Quesos,Queso camembert,Cuña 200g,6.0,790,4740.0,PayPal,Queso camembert
2024-02-03,2024-02,Davis Olivia,Culinary Treasures,Koch Emma,Massachusetts,Boston,Otros,Cuajada,Envase 250g,2.2,449,987.8,Tarjeta de crédito,Cuajada
2024-01-14,2024-01,Jackson George,My Market,Johnson Alice,Massachusetts,Boston,Yogur,Kumis,Botella 1L,2.5,600,1500.0,Tarjeta de débito,Kumis
2024-01-28,2024-01,Smith Noah,Sky Blue Market,Taylor Jacob,Massachusetts,Springfield,Otros,Cuajada,Envase 250g,2.2,345,759.0,PayPal,Cuajada
2024-01-17,2024-01,Smith Noah,Pekos Foods,Dubbois Frank,Nueva York,Buffalo,Cremas,Crema agria,Tarrina 200g,2.5,441,1102.5,Tarjeta de crédito,Crema agria
2024-01-10,2024-01,Lee Charlotte,My Market,Johnson Alice,Texas,Austin,Otros,Suero de leche,Botella 1L,2.0,474,948.0,Efectivo,Suero de leche
2024-07-20,2024-07,Zeller Sophie,The Food Barn,Tremblay Ana,Florida,Tampa,Otros,Suero de leche,Botella 1L,2.0,316,632.0,Tarjeta de crédito,Suero de leche
